L serine reversible transport via proton symport
Citrate synthase
Thymidine transport in via proton symport
Urea exchange
Prephenate dehydrogenase
Urease
"3,4-Dihydroxy-2-butanone-4-phosphate synthase"
Ethanol reversible transport via proton symport
L-glutamate 5-semialdehyde dehydratase (spontaneous)
Phosphoglycerate kinase
MDH4
Adenosine hydrolase
Deoxycytidine transport in via proton symport
Deoxyadenosine transport in via proton symport
5-methylthioribose-1-phosphate isomerase
GDP-L-fucose synthase
Chorismate mutase
2-dehydropantoate 2-reductase
Phosphoribosylglycinamide synthase
L-Alanine exchange
Deoxyadenylate kinase
Adenosine exchange
Carboxylic acid dissociation
Diaminohydroxyphosphoribosylaminopyrimidine deaminase
L-Proline exchange
Cytidine exchange
Cytidylate kinase (CMP)
Arginase
D-Serine exchange
NAD kinase
NDH 1
PDH2
Dephospho-CoA kinase
Nucleoside-diphosphate kinase (ATP:CDP)
Transketolase
Spermidine synthase
Adenosylmethionine-8-amino-7-oxononanoate transaminase
Nucleoside-diphosphate kinase (ATP:dGDP)
L alanine reversible transport via proton symport
L aspartate reversible transport via proton symport
Glycine exchange
Nmntp
Thymidine kinase (ATP:thymidine)
L-serine deaminase
O-succinylhomoserine lyase (H2S)
3-phosphoshikimate 1-carboxyvinyltransferase
Adenine phosphoribosyltransferase
DTMP kinase
L-Asparagine exchange
L-valine transport via ABC system
Adenylate kinase
H+ exchange_L lysine reversible transport via proton symport_sink_met_190
Sodium exchange
Isochorismate synthase
Dihydropteroate synthase
Orntithine reversible transport in via proton symport
O-succinylbenzoate-CoA synthase
PUTA3
Homoserine dehydrogenase (NADPH)
HYDA1
EX h2co3 LPAREN e RPAREN 
L lactate reversible transport via proton symport
L glutamate transport via proton symport  reversible
Anthranilate synthase 2
PHCHGS
L-Phenylalanine exchange
Purine-nucleoside phosphorylase (Inosine)
Tetrahydrodipicolinate succinylase
D-Galactose exchange
Orotate phosphoribosyltransferase
GMP synthase
EX ad LPAREN e RPAREN 
Orotic acid transport inout via proton symporter
Phosphotransacetylase
Nitrite exchange
Octaprenyl-hydroxybenzoate decarboxylase
Quinolinate synthase
"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"
Adenine deaminase
Ethanol exchange
"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)"
Transketolase
"Alcohol dehydrogenase (ethanol, NADP)"
Riboflavin synthase
Nicotinamide-nucleotide adenylyltransferase
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase"
S-ribosylhomocysteine cleavage enzyme
3-dehydroquinate synthase
L-asparaginase
UDP-N-acetylmuramoyl-L-alanine synthetase
Fumarase
Arabinose-5-phosphate isomerase
Phosphomethylpyrimidine kinase
L-isoleucine transport via ABC system
Catalase
"Glycine hydroxymethyltransferase, reversible"
Phosphoribosylformylglycinamidine synthase
2 oxoglutarate reversible transport via symport
Acetyl-CoA synthetase
Acetate reversible transport via proton symport
1-deoxy-D-xylulose 5-phosphate synthase
Pyruvate transport in via proton symport
FMN reductase
Dihydrodipicolinate reductase (NADPH)
Glutamate Decarboxylase
Aconitate hydratase
Guanine phosphoribosyltransferase
L-Isoleucine exchange
Naphthoate synthase
H2O exchange
N-acetylmuramoyl-L-alanine amidase
Nicotinate-nucleotide diphosphorylase (carboxylating)
L tryptophan reversible transport via proton symport
Aspartate transaminase
Guanylate kinase (GMP:ATP)
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)
Guanine exchange
Uroporphyrinogen decarboxylase (uroporphyrinogen III)
Carbamoyl-phosphate synthase (glutamine-hydrolysing)
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)
Sodium proton antiporter  HNA is 11 
Uridine transport in via proton symport
Phosphoribosylanthranilate isomerase (irreversible)
Acyl Carrier Protein Synthase
Transaldolase
D-glycero-D-manno-hepose 1-phosphate adenyltransferase
2-Octaprenyl-6-methoxy-benzoquinol methylase
5-amino-6-(5-phosphoribosylamino)uracil reductase
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
6-phosphogluconolactonase
3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate)
Thymidine exchange
Sulfate adenyltransferase
Acetoacetate transport via proton symport
Phosphoserine phosphatase  D serine 
L-Glutamine exchange
Orotate exchange
L hydroxyproline reductase  NAD 
Ammonia exchange
Succinyldiaminopimelate transaminase
Pyruvate decarboxylase
L-Threonine exchange
Uracil exchange
Formyltetrahydrofolate deformylase
Nucleoside-diphosphate kinase (ATP:dUDP)
Sulfate transport via ABC system
Arginine decarboxylase
Glycine reversible transport via proton symport
TMDSf
L-Serine exchange
Methylenetetrahydrofolate dehydrogenase (NADP)
3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase
Cysteine synthase
Pantetheine-phosphate adenylyltransferase
Metb1 (rev)
L-Malate exchange
GMP reductase
Homoserine O trans acetylase
Pantothenate synthase
D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase
Purine-nucleoside phosphorylase (Adenosine)
L-Aspartate exchange
Phosphoenolpyruvate synthase
Acetaldehyde reversible transport
Hypoxanthine exchange
Phosphoserine phosphatase (L-serine)
L-histidine transport via ABC system
Nitrate transport in via proton symport
Phosphomannomutase
"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"
Glycolaldehyde dehydrogenase
Glycolate oxidase
Dihydroneopterin monophosphate dephosphorylase
Dihydroneopterin aldolase
D galactose transport in via proton symport
Anthranilate synthase
Adenylyl-sulfate kinase
Tryptophan synthase (indoleglycerol phosphate)
Nucleoside-diphosphate kinase (ATP:dCDP)
Asparagine synthetase
Alanine racemase
L-aspartase
Deoxycytidine exchange
Ornithine carbamoyltransferase
Adenosylmethionine decarboxylase
Succinate exchange
Dimethylallyltranstransferase
GDP-D-mannose dehydratase
L-Histidine exchange
Mannose-1-phosphate guanylyltransferase (GDP)
Dihydrofolate synthase
Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system
Glutamate racemase
Acetaldehyde exchange
Formate exchange
3-deoxy-manno-octulosonate-8-phosphatase
D-alanine transport via proton symport
Citrate exchange_Iron  III  dicitrate transport via ABC system_sink_met_264
Glucosamine-1-phosphate N-acetyltransferase
Nucleoside-diphosphate kinase (ATP:GDP)
Xanthine phosphoribosyltransferase
Amidase
Phosphoribosylglycinamide formyltransferase
Formate-tetrahydrofolate ligase
NAD synthase (nh3)
2-keto-4-methylthiobutyrate transamination
Phosphoribosylaminoimidazole carboxylase (mutase rxn)
H2CO3TP
Ribosylpyrimidine nucleosidase
Ornithine exchange
L-Lactate exchange
NO
L asparagine reversible transport via proton symport
L phenylalanine reversible transport via proton symport
Deoxyuridine exchange
O succinylhomoserine lyase  elimination   reversible
Glycerol 3 phosphate dehydrogenase  NAD 
L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase
Shikimate dehydrogenase
Uridine exchange
G glutamyltransferase
CCP
UDP-N-acetylenolpyruvoylglucosamine reductase
L-threonine deaminase
L-Methionine exchange
CO2 transporter via diffusion
Malic enzyme (NAD)
L-methionine transport via ABC system
Spermine synthase
Hydroxymethylbilane synthase
"Nitrite transport, extracellular"
O2 exchange
DUTP diphosphatase
Nucleoside-diphosphate kinase (ATP:dADP)
L-proline transport via ABC system
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
Phosphate reversible transport via symport
Protoporphyrinogen oxidase (aerobic)_sink_met_46_CYOO HP_sink_met_46
Protoporphyrinogen oxidase (aerobic)_sink_met_105
Protoporphyrinogen oxidase (aerobic)_source_met_28
Protoporphyrinogen oxidase (aerobic)_source_met_451_CYOO HP_source_met_451_Ribonucleoside-diphosphate reductase (GDP)_source_met_451_NTRARz_source_met_451_Ribonucleoside-diphosphate reductase (UDP)_source_met_451_Ribonucleoside-diphosphate reductase (ADP)_source_met_451_C180SN_source_met_451_Fatty acid biosynthesis (n-C14:0)_source_met_451_Fatty acid biosynthesis (n-C18:1)_source_met_451_Fatty acid biosynthesis (n-C16:0)_source_met_451_Ribonucleoside-diphosphate reductase (CDP)_source_met_451_THZSN_source_met_451_Sulfite reductase (NADPH2)_source_met_451
BiomassHP published_sink_met_8
BiomassHP published_sink_met_42_UAGDP2_sink_met_42
BiomassHP published_sink_met_49_Phosphopantothenate-cysteine ligase_sink_met_49_THZSN_sink_met_49
BiomassHP published_sink_met_60
BiomassHP published_sink_met_70
BiomassHP published_sink_met_96
BiomassHP published_sink_met_101_DAGK HP_sink_met_101_Glutamyl-tRNA synthetase_sink_met_101_Phosphoribosylaminoimidazole synthase_sink_met_101_Phosphoribosylaminoimidazole carboxylase_sink_met_101_RFAC HP_sink_met_101_Nickel transport via ABC system_sink_met_101_6-carboxyhexanoate-CoA ligase_sink_met_101_Iron (II) transport via ABC system_sink_met_101_Iron  III  dicitrate transport via ABC system_sink_met_101
BiomassHP published_sink_met_124_6-carboxyhexanoate-CoA ligase_sink_met_124_2-oxoglutarate synthase (rev)_sink_met_124
BiomassHP published_sink_met_132_THZSN_sink_met_132
BiomassHP published_sink_met_146
BiomassHP published_sink_met_153
BiomassHP published_sink_met_165
BiomassHP published_sink_met_173
BiomassHP published_sink_met_174
BiomassHP published_sink_met_180
BiomassHP published_sink_met_184_FRDO_sink_met_184
BiomassHP published_sink_met_185
BiomassHP published_sink_met_197_Proline dehydrogenase_sink_met_197
BiomassHP published_sink_met_208_FADOX_sink_met_208
BiomassHP published_sink_met_211_Phosphopantothenate-cysteine ligase_sink_met_211_DASYN HP_sink_met_211
BiomassHP published_sink_met_227
BiomassHP published_sink_met_230
BiomassHP published_sink_met_258
BiomassHP published_sink_met_269
BiomassHP published_sink_met_292
BiomassHP published_sink_met_293
BiomassHP published_sink_met_294_Glutamyl-tRNA synthetase_sink_met_294
BiomassHP published_sink_met_303_RFA HP_sink_met_303_LPSSYN HP_sink_met_303
BiomassHP published_sink_met_329_AKO_sink_met_329_Proline dehydrogenase_sink_met_329_D-Amino acid dehydrogenase_sink_met_329
BiomassHP published_sink_met_331
BiomassHP published_sink_met_361
BiomassHP published_sink_met_363
BiomassHP published_sink_met_364
BiomassHP published_sink_met_366
BiomassHP published_sink_met_367
BiomassHP published_sink_met_375
BiomassHP published_sink_met_384_Thioredoxin reductase (NADPH)_sink_met_384_C180SN_sink_met_384_Fatty acid biosynthesis (n-C14:0)_sink_met_384_3-hydroxy-octadecanoyl-ACP synthesis_sink_met_384_3-hydroxy-palmetoyl-ACP synthesis_sink_met_384_Fatty acid biosynthesis (n-C18:1)_sink_met_384_Glutamyl-tRNA reductase_sink_met_384_Fatty acid biosynthesis (n-C16:0)_sink_met_384_Sulfite reductase (NADPH2)_sink_met_384
BiomassHP published_sink_met_401
BiomassHP published_sink_met_420
BiomassHP published_sink_met_434
BiomassHP published_sink_met_451_AKO_sink_met_451_USHD HP_sink_met_451_CDAPPA HP_sink_met_451_UHGADA HP_sink_met_451_Nickel transport via ABC system_sink_met_451_D-Amino acid dehydrogenase_sink_met_451_PGPP HP_sink_met_451_Iron (II) transport via ABC system_sink_met_451_Iron  III  dicitrate transport via ABC system_sink_met_451
BiomassHP published_sink_met_453_Acetyl-CoA ACP transacylase_sink_met_453_Beta-ketoacyl-ACP synthase (2)_sink_met_453
BiomassHP published_sink_met_466
BiomassHP published_sink_met_477_PSSA HP_sink_met_477
BiomassHP published_sink_met_478
BiomassHP published_source_met_25_Phosphopantothenate-cysteine ligase_source_met_25_DHNAOT2_source_met_25_Glutamyl-tRNA synthetase_source_met_25_DASYN HP_source_met_25_6-carboxyhexanoate-CoA ligase_source_met_25_UAGDP2_source_met_25_Undecaprenyl diphosphate synthase_source_met_25
BiomassHP published_source_met_86_PGSA HP_source_met_86_Ferrochelatase_source_met_86_DAGK HP_source_met_86_Phosphopantothenate-cysteine ligase_source_met_86_AMMQT6_source_met_86_DHNAOT2_source_met_86_MOAT HP_source_met_86_L lysine reversible transport via proton symport_source_met_86_Phosphoribosylaminoimidazole synthase_source_met_86_LPADSS HP_source_met_86_C190cSN_source_met_86_Phosphoribosylaminoimidazole carboxylase_source_met_86_USHD HP_source_met_86_CDAPPA HP_source_met_86_Peptidoglycan subunit synthesis_source_met_86_RFAC HP_source_met_86_Phosphoadenylyl-sulfate reductase (thioredoxin)_source_met_86_Proline dehydrogenase_source_met_86_Nickel transport via ABC system_source_met_86_U23GAAT HP_source_met_86_FRDO_source_met_86_Iron (II) transport via ABC system_source_met_86_THZSN_source_met_86_PSSA HP_source_met_86_Iron  III  dicitrate transport via ABC system_source_met_86_UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_source_met_86
BiomassHP published_source_met_379_DAGK HP_source_met_379_RFA HP_source_met_379_Phosphoribosylaminoimidazole synthase_source_met_379_Phosphoribosylaminoimidazole carboxylase_source_met_379_LPSSYN HP_source_met_379_RFAC HP_source_met_379_Nickel transport via ABC system_source_met_379_Iron (II) transport via ABC system_source_met_379_Iron  III  dicitrate transport via ABC system_source_met_379
BiomassHP published_source_met_412_Phosphoribosylaminoimidazole synthase_source_met_412_Phosphoribosylaminoimidazole carboxylase_source_met_412_Nickel transport via ABC system_source_met_412_PGPP HP_source_met_412_Iron (II) transport via ABC system_source_met_412_Iron  III  dicitrate transport via ABC system_source_met_412
CYOO HP_sink_met_86_Diaminopimelate decarboxylase_sink_met_86_Thioredoxin reductase (NADPH)_sink_met_86_PEPT HP_sink_met_86_Beta-ketoacyl-ACP synthase (2)_sink_met_86_DASYN HP_sink_met_86_C180SN_sink_met_86_PSD HP_sink_met_86_Fatty acid biosynthesis (n-C14:0)_sink_met_86_3-hydroxy-octadecanoyl-ACP synthesis_sink_met_86_3-hydroxy-palmetoyl-ACP synthesis_sink_met_86_Fatty acid biosynthesis (n-C18:1)_sink_met_86_Glutamyl-tRNA reductase_sink_met_86_Fatty acid biosynthesis (n-C16:0)_sink_met_86_2-oxoglutarate synthase (rev)_sink_met_86_Phosphopantothenoylcysteine decarboxylase_sink_met_86_UAGDP2_sink_met_86_Beta-ketoacyl-ACP synthase_sink_met_86_BC10 new_sink_met_86_Sulfite reductase (NADPH2)_sink_met_86
CYOO HP_sink_met_226
CYOO HP_source_met_168
CYOO HP_source_met_190_BC10 new_source_met_190
CYOO HP_source_met_282
Source_rxn_1
Source_rxn_2
Source_rxn_5
Source_rxn_7
Source_rxn_8
Source_rxn_9
Source_rxn_10
Source_rxn_11
Source_rxn_18
Source_rxn_19
Source_rxn_20
Source_rxn_21
Source_rxn_23
Source_rxn_24
Source_rxn_25
Source_rxn_27
Source_rxn_28
Source_rxn_29
Source_rxn_30
Source_rxn_33
Source_rxn_35
Source_rxn_36
Source_rxn_37
Source_rxn_38
Source_rxn_39
Source_rxn_40
Source_rxn_41
Source_rxn_42
Source_rxn_44
Source_rxn_45
Source_rxn_46
Source_rxn_47
Source_rxn_49
Source_rxn_51
Source_rxn_52
Source_rxn_53
Source_rxn_54
Source_rxn_55
Source_rxn_59
Source_rxn_61
Source_rxn_62
Source_rxn_64
Source_rxn_65
Source_rxn_67
Source_rxn_68
Source_rxn_70
Source_rxn_72
Source_rxn_73
Source_rxn_75
Source_rxn_77
Source_rxn_79
Source_rxn_83
Source_rxn_84
Source_rxn_85
Source_rxn_87
Source_rxn_88
Source_rxn_89
Source_rxn_92
Source_rxn_93
Source_rxn_97
Source_rxn_98
Source_rxn_101
Source_rxn_102
Source_rxn_103
Source_rxn_104
Source_rxn_105
Source_rxn_106
Source_rxn_109
Source_rxn_110
Source_rxn_111
Source_rxn_112
Source_rxn_116
Source_rxn_117
Source_rxn_118
Source_rxn_120
Source_rxn_122
Source_rxn_123
Source_rxn_125
Source_rxn_126
Source_rxn_127
Source_rxn_128
Source_rxn_129
Source_rxn_130
Source_rxn_131
Source_rxn_133
Source_rxn_134
Source_rxn_135
Source_rxn_136
Source_rxn_137
Source_rxn_138
Source_rxn_139
Source_rxn_142
Source_rxn_144
Sink_rxn_6
Sink_rxn_13
Sink_rxn_14
Sink_rxn_16
Sink_rxn_17
Sink_rxn_22
Sink_rxn_26
Sink_rxn_31
Sink_rxn_32
Sink_rxn_34
Sink_rxn_43
Sink_rxn_48
Sink_rxn_50
Sink_rxn_57
Sink_rxn_58
Sink_rxn_60
Sink_rxn_63
Sink_rxn_69
Sink_rxn_76
Sink_rxn_78
Sink_rxn_80
Sink_rxn_81
Sink_rxn_82
Sink_rxn_86
Sink_rxn_90
Sink_rxn_94
Sink_rxn_95
Sink_rxn_96
Sink_rxn_99
Sink_rxn_100
Sink_rxn_107
Sink_rxn_108
Sink_rxn_113
Sink_rxn_114
Sink_rxn_115
Sink_rxn_119
Sink_rxn_121
Sink_rxn_124
Sink_rxn_132
Sink_rxn_140
Sink_rxn_141
Sink_rxn_143
Diaminopimelate decarboxylase_sink_met_394
Diaminopimelate decarboxylase_source_met_204_DHNAOT2_source_met_204_Beta-ketoacyl-ACP synthase (2)_source_met_204_AKO_source_met_204_C180SN_source_met_204_PSD HP_source_met_204_Fatty acid biosynthesis (n-C14:0)_source_met_204_3-hydroxy-octadecanoyl-ACP synthesis_source_met_204_3-hydroxy-palmetoyl-ACP synthesis_source_met_204_Fatty acid biosynthesis (n-C18:1)_source_met_204_Fatty acid biosynthesis (n-C16:0)_source_met_204_2-oxoglutarate synthase (rev)_source_met_204_Phosphopantothenoylcysteine decarboxylase_source_met_204_THZSN_source_met_204_Beta-ketoacyl-ACP synthase_source_met_204
PGSA HP_sink_met_349_PASYN HP_sink_met_349
PGSA HP_source_met_192_Phosphopantothenate-cysteine ligase_source_met_192_MOAT HP_source_met_192_CDAPPA HP_source_met_192_PSSA HP_source_met_192
U2GAAT2_sink_met_471
Ferrochelatase_sink_met_28
Ferrochelatase_source_met_185
Ribonucleoside-diphosphate reductase (GDP)_sink_met_206
Ribonucleoside-diphosphate reductase (GDP)_source_met_224
Phosphopantothenate-cysteine ligase_sink_met_225
AMMQT6_sink_met_298_C190cSN_sink_met_298
AMMQT6_source_met_208_BC10 new_source_met_208
AMMQT6_source_met_317_C190cSN_source_met_317
DHNAOT2_sink_met_150
DHNAOT2_sink_met_416
MOAT HP_sink_met_443
RFA HP_sink_met_280_RFAC HP_sink_met_280
RFA HP_sink_met_338_LPSSYN HP_sink_met_338
RFA HP_sink_met_341_LPSSYN HP_sink_met_341
RFA HP_source_met_291_LPADSS HP_source_met_291_LPSSYN HP_source_met_291_UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase_source_met_291
Thioredoxin reductase (NADPH)_source_met_184_C180SN_source_met_184_Fatty acid biosynthesis (n-C14:0)_source_met_184_3-hydroxy-octadecanoyl-ACP synthesis_source_met_184_3-hydroxy-palmetoyl-ACP synthesis_source_met_184_Fatty acid biosynthesis (n-C18:1)_source_met_184_Glutamyl-tRNA reductase_source_met_184_Fatty acid biosynthesis (n-C16:0)_source_met_184_Sulfite reductase (NADPH2)_source_met_184
Purine-nucleoside phosphorylase (Deoxyinosine)_sink_met_152
Purine-nucleoside phosphorylase (Deoxyinosine)_sink_met_412_Purine-nucleoside phosphorylase (Deoxyadenosine)_sink_met_412_Purine-nucleoside phosphorylase (Xanthosine)_sink_met_412_Deoxyuridine phosphorylase_sink_met_412_Purine-nucleoside phosphorylase (Deoxyguanosine)_sink_met_412
Purine-nucleoside phosphorylase (Deoxyinosine)_source_met_279
Glutamyl-tRNA synthetase_source_met_227_6-carboxyhexanoate-CoA ligase_source_met_227
PEPT HP_sink_met_192
PEPT HP_source_met_300
Phosphoribosylaminoimidazole synthase_sink_met_29
NTRARz_sink_met_475
NTRARz_source_met_250
Acetyl-CoA ACP transacylase_source_met_124_Beta-ketoacyl-ACP synthase (2)_source_met_124_Malonyl-CoA-ACP transacylase_source_met_124
Purine-nucleoside phosphorylase (Deoxyadenosine)_sink_met_354
Purine-nucleoside phosphorylase (Deoxyadenosine)_source_met_396
Purine-nucleoside phosphorylase (Xanthosine)_source_met_36
Purine-nucleoside phosphorylase (Xanthosine)_source_met_274
Phosphopentomutase 2 (deoxyribose)_source_met_386
Ribonucleoside-diphosphate reductase (UDP)_sink_met_291
Ribonucleoside-diphosphate reductase (UDP)_source_met_402
C190cSN_sink_met_473
FADOX_source_met_166
FADOX_source_met_329
Deoxyuridine phosphorylase_sink_met_231
Deoxyuridine phosphorylase_source_met_335
